sample_id,longitude,latitude,original_class_code,original_class_name,original_verified,original_verification_source,original_verification_notes,second_reader_class_name,second_reader_confidence,second_reader_initials,second_reader_source,second_reader_imagery_date_visible,second_reader_timestamp_utc,second_reader_notes,adjudicated_class_name,adjudication_decision,adjudicator_initials,adjudication_timestamp_utc,adjudication_notes,final_class_name,final_include_in_two_reader_adjudicated_reference,final_resolution_status,contact_sheet,contact_position,contact_sheet_path,map_url
RS03_020,102.9894789,2.8312052,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,forest,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: continuous irregular forest canopy at point.,forest,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point is in continuous irregular forest canopy, not paddy.",forest,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,5,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.8312052,102.9894789"
RS03_021,102.5468425,2.1406666,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,other_agri,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR: agricultural field/orchard/plantation visible but not oil palm, rubber, or paddy with confidence.",other_agri,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is in mixed orchard/farmstead agriculture rather than paddy.,other_agri,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,6,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.1406666,102.5468425"
RS03_022,103.7084816,1.381472,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,builtup_other,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR: point falls on built-up, road, bare construction, water/shoreline, or other non-agricultural surface.",builtup_other,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point falls on airport/road infrastructure rather than paddy.,builtup_other,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,7,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=1.381472,103.7084816"
RS03_023,102.7842324,2.7794822,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is within a regular oil-palm plantation block.,oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,8,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.7794822,102.7842324"
RS03_024,104.0323565,1.7836033,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point shows regular oil-palm crown and row structure, not paddy.",oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,9,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=1.7836033,104.0323565"
RS03_025,104.1638671,1.5812001,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is on a regular oil-palm crown pattern.,oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,10,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=1.5812001,104.1638671"
RS03_026,103.3866162,1.9222147,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,builtup_other,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR: point falls on built-up, road, bare construction, water/shoreline, or other non-agricultural surface.",builtup_other,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point is on airport/transport grass and pavement infrastructure, not paddy.",builtup_other,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,11,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=1.9222147,103.3866162"
RS03_027,104.0624906,1.627712,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point shows regular oil-palm crown and row structure, not paddy.",oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,12,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=1.627712,104.0624906"
RS03_028,103.9778992,2.0844737,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is in a regular oil-palm row/crown pattern.,oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,13,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.0844737,103.9778992"
RS03_029,103.6889514,2.3872798,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point is within regular oil-palm canopy texture, not paddy.",oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,14,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.3872798,103.6889514"
RS03_030,102.7491666,2.3643633,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,other_agri,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR: agricultural field/orchard/plantation visible but not oil palm, rubber, or paddy with confidence.",other_agri,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is in cleared mixed agricultural ground,other_agri,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,15,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.3643633,102.7491666"
RS03_031,103.0354182,2.3487298,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T13:44:34Z,VHR point is within an oil-palm block at the plantation edge.,oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_12.png,16,contact_sheets_z18/contact_12.png,"https://www.google.com/maps/search/?api=1&query=2.3487298,103.0354182"
RS03_032,103.126943,1.7875162,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,uncertain,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR visible, but land-cover class is not confidently separable at the point; no guess made.",,,,,,paddy,False,NOT_SCORABLE_SECOND_READER_UNCERTAIN,contact_13.png,1,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=1.7875162,103.126943"
RS03_033,102.4024069,2.6982051,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,oil_palm,medium,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: regular oil-palm crown/row pattern at point.,oil_palm,accept_second_reader,Daiwenzhe,2026-06-16T16:14:48Z,"VHR point shows regular oil-palm rows adjacent to the road, not paddy.",oil_palm,True,ADJUDICATED_ACCEPT_SECOND_READER,contact_13.png,2,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=2.6982051,102.4024069"
RS03_034,103.9754546,2.0967198,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,uncertain,low,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,"Esri VHR visible, but land-cover class is not confidently separable at the point; no guess made.",,,,,,paddy,False,NOT_SCORABLE_SECOND_READER_UNCERTAIN,contact_13.png,3,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=2.0967198,103.9754546"
TJ01_001,100.2399196,6.4003355,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,4,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.4003355,100.2399196"
TJ01_002,100.2905502,6.3732723,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,5,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.3732723,100.2905502"
TJ01_003,100.2543774,6.2013855,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,6,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.2013855,100.2543774"
TJ01_004,100.4011828,5.9378147,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,7,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=5.9378147,100.4011828"
TJ01_005,100.239843,6.2845962,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,8,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.2845962,100.239843"
TJ01_006,100.1790111,6.3319104,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,9,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.3319104,100.1790111"
TJ01_007,100.1785207,6.3686688,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,10,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.3686688,100.1785207"
TJ01_008,100.3018329,6.241337,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,11,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.241337,100.3018329"
TJ01_009,100.2379778,6.4237192,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,12,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.4237192,100.2379778"
TJ01_010,100.2469184,6.3762856,3,paddy,True,USER_VISUAL_REVIEW_CONFIRMED_AUTHOR_REVIEW80,User stated their independent review of these 80 priority candidates matched the author-confirmed review record. Weak products are retained only as screening/provenance evidence.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,13,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.3762856,100.2469184"
TJ01_011,100.2511913,6.427966,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,14,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.427966,100.2511913"
TJ01_012,100.4064325,6.2663458,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,15,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.2663458,100.4064325"
TJ01_013,100.2295401,6.3076141,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_13.png,16,contact_sheets_z18/contact_13.png,"https://www.google.com/maps/search/?api=1&query=6.3076141,100.2295401"
TJ01_014,100.370944,6.2303028,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,1,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.2303028,100.370944"
TJ01_015,100.2999882,6.3026062,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,2,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.3026062,100.2999882"
TJ01_016,100.4109241,5.5057368,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,3,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.5057368,100.4109241"
TJ01_017,100.3968556,6.091576,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,4,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.091576,100.3968556"
TJ01_018,100.4470343,6.0217525,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,5,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.0217525,100.4470343"
TJ01_019,100.2290936,6.4009804,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,6,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.4009804,100.2290936"
TJ01_020,100.1934659,6.5118789,3,paddy,True,User confirmed that their targeted-candidate review matched the author-confirmed comparison review in the author review record on 2026-06-03.,Accepted into the targeted user-confirmed reference version after user agreement with author-confirmed review record.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,7,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.5118789,100.1934659"
TJ01_021,100.4664671,6.092939,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,8,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.092939,100.4664671"
TJ01_022,100.430682,5.3791487,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,9,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.3791487,100.430682"
TJ01_023,100.488948,6.0659234,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,10,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.0659234,100.488948"
TJ01_024,100.3721421,5.5990038,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,11,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.5990038,100.3721421"
TJ01_025,100.3010432,6.1923135,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,12,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.1923135,100.3010432"
TJ01_026,100.4710678,5.9949203,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,13,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.9949203,100.4710678"
TJ01_027,100.4309887,5.9121753,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,14,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.9121753,100.4309887"
TJ01_028,100.2789404,6.4685547,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,15,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=6.4685547,100.2789404"
TJ01_029,100.4947825,5.559018,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_14.png,16,contact_sheets_z18/contact_14.png,"https://www.google.com/maps/search/?api=1&query=5.559018,100.4947825"
TJ01_030,100.4192501,5.1054852,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_15.png,1,contact_sheets_z18/contact_15.png,"https://www.google.com/maps/search/?api=1&query=5.1054852,100.4192501"
TJ01_031,100.5090912,5.5441545,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_15.png,2,contact_sheets_z18/contact_15.png,"https://www.google.com/maps/search/?api=1&query=5.5441545,100.5090912"
TJ01_032,100.4205676,5.4131724,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_15.png,3,contact_sheets_z18/contact_15.png,"https://www.google.com/maps/search/?api=1&query=5.4131724,100.4205676"
TJ01_033,100.2256609,6.3910025,3,paddy,True,Previously user-confirmed verified reference sample,Existing verified row carried into locked final reference set.,paddy,high,WD,"Esri World Imagery (ArcGIS REST, z18 contact-sheet VHR review)",unknown,2026-06-16T07:56:36Z,Esri VHR: flat bunded paddy-field parcel pattern at point.,,,,,,paddy,True,AGREED_ORIGINAL_AND_SECOND_READER,contact_15.png,4,contact_sheets_z18/contact_15.png,"https://www.google.com/maps/search/?api=1&query=6.3910025,100.2256609"
